fecha;pH_entrada_a_sal
05/03/2009;5,3
05/03/2009;5,19
05/03/2009;5,5
05/03/2009;5,3
05/03/2009;5,24
05/03/2009;5,3
05/03/2009;5,35
05/03/2009;5,32
05/03/2009;
06/03/2009;5,15
06/03/2009;5,16
06/03/2009;5,14
06/03/2009;5,21
06/03/2009;5,18
06/03/2009;5,2
06/03/2009;5,2
06/03/2009;5,28
06/03/2009;
09/03/2009;5,12
09/03/2009;5,09
09/03/2009;5,08
09/03/2009;5,02
09/03/2009;4,99
09/03/2009;5,19
09/03/2009;5,2
09/03/2009;5,19
09/03/2009;5,27
09/03/2009;5,26
09/03/2009;5,21
09/03/2009;5,2
09/03/2009;5,18
09/03/2009;5,15
09/03/2009;5,12
09/03/2009;5,05
09/03/2009;5,36
09/03/2009;5,5
09/03/2009;5,3
09/03/2009;5,38
09/03/2009;
09/03/2009;5,35
09/03/2009;5,25
09/03/2009;5,18
09/03/2009;5,55
09/03/2009;
10/03/2009;5,12
10/03/2009;5,17
10/03/2009;5,55
10/03/2009;5,35
10/03/2009;5,5
10/03/2009;5,1
10/03/2009;5,2
10/03/2009;5,09
10/03/2009;5,1
10/03/2009;5,06
10/03/2009;4,9
10/03/2009;5,12
10/03/2009;4,95
10/03/2009;5,12
10/03/2009;5,11
10/03/2009;5,23
10/03/2009;5,23
10/03/2009;5,25
10/03/2009;5,18
10/03/2009;5,13
10/03/2009;5,12
10/03/2009;
10/03/2009;5,8
10/03/2009;5,18
10/03/2009;5,02
10/03/2009;5,03
10/03/2009;5,51
10/03/2009;
11/03/2009;5,14
11/03/2009;5,16
11/03/2009;5,18
11/03/2009;5,2
11/03/2009;5,22
11/03/2009;5,25
11/03/2009;5,11
11/03/2009;5,08
11/03/2009;4,95
11/03/2009;4,92
11/03/2009;5,03
11/03/2009;5,07
11/03/2009;5,08
11/03/2009;5,1
11/03/2009;5,12
11/03/2009;5,1
11/03/2009;5,35
11/03/2009;
11/03/2009;5,09
11/03/2009;5,08
11/03/2009;5,07
11/03/2009;5,11
11/03/2009;
11/03/2009;5,2
11/03/2009;5,4
11/03/2009;5,15
11/03/2009;5,15
11/03/2009;
12/03/2009;
12/03/2009;
16/03/2009;5,25
16/03/2009;5,2
16/03/2009;5,22
16/03/2009;5,2
16/03/2009;5,22
16/03/2009;5,25
16/03/2009;5,22
16/03/2009;5,19
16/03/2009;5,21
16/03/2009;5,25
16/03/2009;5,04
16/03/2009;5,1
16/03/2009;5,12
16/03/2009;5,25
16/03/2009;5,12
16/03/2009;5,1
16/03/2009;5,2
16/03/2009;5,18
16/03/2009;5,23
16/03/2009;5,18
16/03/2009;
16/03/2009;5,2
16/03/2009;5,35
16/03/2009;5,21
16/03/2009;5,2
16/03/2009;
17/03/2009;5,06
17/03/2009;5,08
17/03/2009;5,06
17/03/2009;5,08
17/03/2009;5,09
17/03/2009;5,35
17/03/2009;5,14
17/03/2009;5,14
17/03/2009;5,15
17/03/2009;5,17
17/03/2009;5,1
17/03/2009;5,21
17/03/2009;5,2
17/03/2009;5,18
17/03/2009;5,12
17/03/2009;5,1
17/03/2009;5,12
17/03/2009;5,2
17/03/2009;5,18
17/03/2009;5,21
17/03/2009;5,3
17/03/2009;5,21
17/03/2009;5,2
17/03/2009;
17/03/2009;
18/03/2009;5,14
18/03/2009;5,2
18/03/2009;5,19
18/03/2009;5,2
18/03/2009;5,21
18/03/2009;5,19
18/03/2009;5,2
18/03/2009;5,16
18/03/2009;5,2
18/03/2009;5,17
18/03/2009;5,1
18/03/2009;5,15
18/03/2009;5,12
18/03/2009;5,15
18/03/2009;5,25
18/03/2009;5,24
18/03/2009;5,21
18/03/2009;5,29
18/03/2009;5,18
18/03/2009;5,14
18/03/2009;5,23
18/03/2009;5,3
18/03/2009;5,22
18/03/2009;5,18
18/03/2009;
19/03/2009;5,22
19/03/2009;5,2
19/03/2009;5,14
19/03/2009;5,12
19/03/2009;5,15
19/03/2009;5
19/03/2009;5,08
19/03/2009;5,22
19/03/2009;5,23
19/03/2009;5,26
19/03/2009;5,22
19/03/2009;5,3
19/03/2009;5,14
19/03/2009;5,15
19/03/2009;5,14
19/03/2009;5,4
19/03/2009;5,3
20/03/2009;
23/03/2009;5,16
23/03/2009;5,1
23/03/2009;5,14
23/03/2009;5,16
23/03/2009;5,23
23/03/2009;5,06
23/03/2009;5,05
23/03/2009;5,05
23/03/2009;5,21
23/03/2009;5,2
23/03/2009;5,35
23/03/2009;5,17
23/03/2009;5,18
23/03/2009;5,22
23/03/2009;5,2
23/03/2009;5,23
23/03/2009;5,26
23/03/2009;5,24
23/03/2009;5,26
23/03/2009;5,24
23/03/2009;
23/03/2009;5,48
23/03/2009;5,5
23/03/2009;5,3
23/03/2009;5,35
23/03/2009;
24/03/2009;5,18
24/03/2009;5,2
24/03/2009;5,1
24/03/2009;5
24/03/2009;5,11
24/03/2009;5,1
24/03/2009;5,09
24/03/2009;5,1
24/03/2009;5,23
24/03/2009;5,28
24/03/2009;5,09
24/03/2009;5,1
24/03/2009;5,18
24/03/2009;5,18
24/03/2009;5,2
24/03/2009;5,13
24/03/2009;5,14
24/03/2009;5,13
24/03/2009;5,14
24/03/2009;5,16
24/03/2009;
24/03/2009;5,13
24/03/2009;5,1
24/03/2009;5,2
24/03/2009;5,16
24/03/2009;
25/03/2009;5,4
25/03/2009;5,28
25/03/2009;5,22
25/03/2009;5,15
25/03/2009;5,1
25/03/2009;5,25
25/03/2009;5,3
25/03/2009;5,15
25/03/2009;5,25
25/03/2009;5,1
25/03/2009;5,3
25/03/2009;5,29
25/03/2009;5,25
25/03/2009;5,24
25/03/2009;5,21
25/03/2009;5,08
25/03/2009;5,07
25/03/2009;5,06
25/03/2009;5,05
25/03/2009;5,06
25/03/2009;
25/03/2009;5,3
25/03/2009;5,46
25/03/2009;5,15
26/03/2009;5,28
26/03/2009;5,08
26/03/2009;5,1
26/03/2009;5,08
26/03/2009;5,1
26/03/2009;5,18
26/03/2009;5,27
26/03/2009;5,2
26/03/2009;5,17
26/03/2009;5,21
26/03/2009;5,3
26/03/2009;5,32
26/03/2009;
26/03/2009;5,13
26/03/2009;5,55
26/03/2009;5,3
26/03/2009;
30/03/2009;5,3
30/03/2009;5,33
30/03/2009;5,39
30/03/2009;5,35
30/03/2009;5,34
30/03/2009;5,26
30/03/2009;5,24
30/03/2009;5,28
30/03/2009;5,24
30/03/2009;5,27
30/03/2009;5,19
30/03/2009;5,18
30/03/2009;5,17
30/03/2009;5,18
30/03/2009;5,16
30/03/2009;5,19
30/03/2009;5,23
30/03/2009;5,25
30/03/2009;5,23
30/03/2009;5,21
30/03/2009;
30/03/2009;5,28
30/03/2009;5,26
30/03/2009;5,17
30/03/2009;5,34
30/03/2009;
31/03/2009;5,13
31/03/2009;5,15
31/03/2009;5,09
31/03/2009;5,09
31/03/2009;5,12
31/03/2009;5,11
31/03/2009;5,12
31/03/2009;5,14
31/03/2009;5,13
31/03/2009;5,12
31/03/2009;
31/03/2009;
31/03/2009;
31/03/2009;
31/03/2009;
31/03/2009;
31/03/2009;
31/03/2009;
31/03/2009;
31/03/2009;
31/03/2009;5,22
31/03/2009;5,19
31/03/2009;
31/03/2009;
31/03/2009;
01/04/2009;
01/04/2009;
01/04/2009;
01/04/2009;
01/04/2009;
01/04/2009;5,23
01/04/2009;5,24
01/04/2009;5,21
01/04/2009;5,22
01/04/2009;5,21
01/04/2009;5,23
01/04/2009;5,2
01/04/2009;5,21
01/04/2009;5,22
01/04/2009;5,22
01/04/2009;5
01/04/2009;5,02
01/04/2009;5,01
01/04/2009;5,25
01/04/2009;5,26
01/04/2009;
01/04/2009;5,22
01/04/2009;5,2
01/04/2009;5,3
02/04/2009;5,1
02/04/2009;5,15
02/04/2009;5,2
02/04/2009;5,1
02/04/2009;5,09
02/04/2009;5,3
02/04/2009;5,14
02/04/2009;5,27
02/04/2009;5,26
02/04/2009;5,23
02/04/2009;5,14
02/04/2009;5,12
02/04/2009;5,12
02/04/2009;5,14
02/04/2009;5,16
02/04/2009;5,15
02/04/2009;5,16
02/04/2009;5,2
02/04/2009;5,18
02/04/2009;5,2
02/04/2009;5,27
02/04/2009;5,35
02/04/2009;5,4
02/04/2009;5,3
02/04/2009;5,24
02/04/2009;5,33
02/04/2009;5,3
06/04/2009;5,19
06/04/2009;5,2
06/04/2009;5,26
06/04/2009;5,26
06/04/2009;5,24
06/04/2009;5,29
06/04/2009;5,27
06/04/2009;5,21
06/04/2009;5,2
06/04/2009;5,3
06/04/2009;5,25
06/04/2009;5,22
06/04/2009;5,23
06/04/2009;5,3
06/04/2009;5,28
06/04/2009;5,18
06/04/2009;5,2
06/04/2009;5,19
06/04/2009;5,23
06/04/2009;5,2
06/04/2009;5,12
06/04/2009;5,17
06/04/2009;5,1
06/04/2009;5,06
06/04/2009;5,1
06/04/2009;5,3
06/04/2009;5,52
06/04/2009;5,5
06/04/2009;5,3
07/04/2009;5,09
07/04/2009;5,07
07/04/2009;5,06
07/04/2009;5,08
07/04/2009;5,21
07/04/2009;5,17
07/04/2009;5,13
07/04/2009;5,13
07/04/2009;5,1
07/04/2009;5,14
07/04/2009;5,11
07/04/2009;5,2
07/04/2009;5,12
07/04/2009;5,22
07/04/2009;5,1
07/04/2009;5,24
07/04/2009;5,27
07/04/2009;5,23
07/04/2009;5,24
07/04/2009;5,21
07/04/2009;5,3
07/04/2009;5,15
07/04/2009;5,3
08/04/2009;5,25
08/04/2009;5,15
08/04/2009;5,12
08/04/2009;5,1
08/04/2009;5,11
08/04/2009;5,14
08/04/2009;5,1
08/04/2009;5,05
08/04/2009;5,1
08/04/2009;5,19
08/04/2009;5,17
08/04/2009;5,25
08/04/2009;5,3
08/04/2009;5,35
08/04/2009;5,32
08/04/2009;5,24
08/04/2009;5,2
08/04/2009;5,19
08/04/2009;5,18
08/04/2009;5,3
08/04/2009;5,4
08/04/2009;5,34
08/04/2009;5,4
09/04/2009;5,23
09/04/2009;5,26
09/04/2009;5,3
09/04/2009;5,3
09/04/2009;5,27
09/04/2009;5,16
09/04/2009;5,05
09/04/2009;5,09
09/04/2009;5,02
09/04/2009;4,96
09/04/2009;5,09
09/04/2009;5,05
09/04/2009;5,14
09/04/2009;5,2
09/04/2009;5,35
09/04/2009;5,4
09/04/2009;5,4
09/04/2009;5,06
09/04/2009;5,05
09/04/2009;4,38
09/04/2009;5,05
09/04/2009;5,05
09/04/2009;5,3
09/04/2009;5,45
09/04/2009;5,22
09/04/2009;5,45
13/04/2009;5,3
13/04/2009;5,28
13/04/2009;5,26
13/04/2009;5,35
13/04/2009;5,24
13/04/2009;5,17
13/04/2009;5,15
13/04/2009;5,16
13/04/2009;5,13
13/04/2009;5,12
13/04/2009;5,1
13/04/2009;5,11
13/04/2009;5,09
13/04/2009;5,11
13/04/2009;5,06
13/04/2009;5,1
13/04/2009;5,08
13/04/2009;5,09
13/04/2009;5,1
13/04/2009;5,06
13/04/2009;5,16
13/04/2009;5,14
13/04/2009;5,16
13/04/2009;5,17
13/04/2009;5,14
13/04/2009;
13/04/2009;5,59
13/04/2009;5,38
13/04/2009;5,4
13/04/2009;5,2
13/04/2009;
14/04/2009;5,13
14/04/2009;5,1
14/04/2009;5,04
14/04/2009;5,09
14/04/2009;5,1
14/04/2009;5,1
14/04/2009;5,06
14/04/2009;5,05
14/04/2009;5,02
14/04/2009;
14/04/2009;5,16
14/04/2009;5,6
14/04/2009;5,15
14/04/2009;5,18
14/04/2009;5,16
14/04/2009;5,23
14/04/2009;5,15
14/04/2009;5,22
14/04/2009;5,2
14/04/2009;5,24
14/04/2009;5,2
14/04/2009;5,46
14/04/2009;5,29
15/04/2009;5,2
15/04/2009;5,08
15/04/2009;5,04
15/04/2009;5,04
15/04/2009;5,11
15/04/2009;5,1
15/04/2009;5,06
15/04/2009;5,1
15/04/2009;5,12
15/04/2009;5,21
15/04/2009;5,1
15/04/2009;5,04
15/04/2009;5,05
15/04/2009;5,05
15/04/2009;5,06
15/04/2009;5,06
15/04/2009;5,26
15/04/2009;5,16
15/04/2009;5,17
15/04/2009;5,2
15/04/2009;5,15
15/04/2009;5,06
15/04/2009;5,24
16/04/2009;5,26
16/04/2009;5,36
16/04/2009;5,19
16/04/2009;5,06
16/04/2009;5,05
16/04/2009;5,13
16/04/2009;5,13
16/04/2009;5,07
16/04/2009;5,1
16/04/2009;5,11
16/04/2009;5,08
16/04/2009;5,13
16/04/2009;5,21
16/04/2009;5,2
16/04/2009;5,2
16/04/2009;5,18
16/04/2009;5,18
16/04/2009;5,18
16/04/2009;5,16
16/04/2009;5,3
16/04/2009;5,14
16/04/2009;
16/04/2009;5,4
16/04/2009;5,15
16/04/2009;5,3
16/04/2009;5,17
16/04/2009;
17/04/2009;5,13
17/04/2009;5,2
17/04/2009;5,22
17/04/2009;5,15
17/04/2009;5,15
17/04/2009;5,15
17/04/2009;5,26
17/04/2009;5,09
20/04/2009;5,07
20/04/2009;5,12
20/04/2009;5,2
20/04/2009;5,19
20/04/2009;5,15
20/04/2009;5,2
20/04/2009;5,1
20/04/2009;5,21
20/04/2009;5,23
20/04/2009;5,2
20/04/2009;5,3
20/04/2009;5,28
20/04/2009;5,27
20/04/2009;5,22
20/04/2009;5,23
20/04/2009;5,23
20/04/2009;5,16
20/04/2009;5,2
20/04/2009;5,22
20/04/2009;5,2
20/04/2009;5,02
20/04/2009;5,04
20/04/2009;5,05
20/04/2009;5,09
20/04/2009;5,1
20/04/2009;
20/04/2009;5,11
20/04/2009;5,35
20/04/2009;5,2
20/04/2009;5,22
20/04/2009;
21/04/2009;5,02
21/04/2009;5,06
21/04/2009;5,1
21/04/2009;5,06
21/04/2009;5,16
21/04/2009;5,05
21/04/2009;5,05
21/04/2009;5,07
21/04/2009;5,06
21/04/2009;5,08
21/04/2009;5,09
21/04/2009;5,06
21/04/2009;5,14
21/04/2009;5,09
21/04/2009;5,1
21/04/2009;5,06
21/04/2009;5,06
21/04/2009;5,05
21/04/2009;5,1
21/04/2009;
21/04/2009;5,15
21/04/2009;5,09
21/04/2009;5,18
21/04/2009;5,08
21/04/2009;
22/04/2009;5
22/04/2009;5,05
22/04/2009;5,05
22/04/2009;5,09
22/04/2009;5,1
22/04/2009;5,15
22/04/2009;5,17
22/04/2009;5,16
22/04/2009;5,16
22/04/2009;5,19
22/04/2009;5,2
22/04/2009;4,98
22/04/2009;4,99
22/04/2009;4,95
22/04/2009;4,97
22/04/2009;4,99
22/04/2009;5,1
22/04/2009;5,06
22/04/2009;5,15
22/04/2009;
22/04/2009;5,3
22/04/2009;5,3
22/04/2009;5,23
22/04/2009;5,13
22/04/2009;
23/04/2009;5,08
23/04/2009;5,07
23/04/2009;5,09
23/04/2009;4,88
23/04/2009;5,11
23/04/2009;5,03
23/04/2009;5,03
23/04/2009;5,08
23/04/2009;5,06
23/04/2009;5,06
23/04/2009;5,07
23/04/2009;5,06
23/04/2009;5,19
23/04/2009;5,16
23/04/2009;5,25
23/04/2009;5,25
23/04/2009;5,4
23/04/2009;5,76
23/04/2009;5,39
23/04/2009;5,5
23/04/2009;5,45
23/04/2009;
23/04/2009;5,12
23/04/2009;5,16
23/04/2009;5,21
23/04/2009;5,8
23/04/2009;
24/04/2009;5,45
24/04/2009;5,21
24/04/2009;5,22
24/04/2009;5,1
24/04/2009;5,3
24/04/2009;5,18
24/04/2009;5,19
24/04/2009;5,2
24/04/2009;5,21
24/04/2009;5,2
24/04/2009;
24/04/2009;5,54
24/04/2009;
24/04/2009;
27/04/2009;5,3
27/04/2009;5,35
27/04/2009;5,4
27/04/2009;5,35
27/04/2009;5,36
27/04/2009;5,31
27/04/2009;5,33
27/04/2009;5,28
27/04/2009;5,13
27/04/2009;5,26
27/04/2009;5,08
27/04/2009;5,1
27/04/2009;5,08
27/04/2009;5,14
27/04/2009;5,18
27/04/2009;5,1
27/04/2009;5,16
27/04/2009;5,15
27/04/2009;5,1
27/04/2009;5,07
27/04/2009;5,09
27/04/2009;5,1
27/04/2009;5,17
27/04/2009;5,14
27/04/2009;5,12
27/04/2009;
27/04/2009;5,3
27/04/2009;5,24
27/04/2009;5,29
27/04/2009;5,2
27/04/2009;
28/04/2009;5,05
28/04/2009;5,05
28/04/2009;5,06
28/04/2009;5,06
28/04/2009;5,07
28/04/2009;5
28/04/2009;5
28/04/2009;5,09
28/04/2009;5,07
28/04/2009;5,08
28/04/2009;5
28/04/2009;5,04
28/04/2009;5,06
28/04/2009;5,11
28/04/2009;5,22
28/04/2009;5,12
28/04/2009;5,15
28/04/2009;5,23
28/04/2009;5,25
28/04/2009;5,17
28/04/2009;5,14
28/04/2009;5,28
28/04/2009;5,4
28/04/2009;
29/04/2009;5,21
29/04/2009;5,17
29/04/2009;5,14
29/04/2009;5,12
29/04/2009;5,14
29/04/2009;5,16
29/04/2009;4,99
29/04/2009;4,93
29/04/2009;5
29/04/2009;5,01
29/04/2009;5,02
29/04/2009;5,24
29/04/2009;5,2
29/04/2009;5,28
29/04/2009;5,23
29/04/2009;5,3
29/04/2009;5,27
29/04/2009;5,32
29/04/2009;5,35
29/04/2009;5,25
29/04/2009;5,16
29/04/2009;5,36
29/04/2009;5,3
30/04/2009;5,1
30/04/2009;5,06
30/04/2009;5,17
30/04/2009;5,15
30/04/2009;5,12
30/04/2009;5,13
30/04/2009;5,14
30/04/2009;4,93
30/04/2009;4,93
30/04/2009;5,01
30/04/2009;5,05
30/04/2009;5,14
30/04/2009;5,1
30/04/2009;5,08
30/04/2009;5,1
30/04/2009;5,1
30/04/2009;5,1
30/04/2009;5,2
30/04/2009;5,18
30/04/2009;5,2
30/04/2009;5,18
30/04/2009;5,21
30/04/2009;5,16
30/04/2009;5,18
30/04/2009;5,25
01/05/2009;5,2
01/05/2009;5,26
01/05/2009;5,26
01/05/2009;5,25
01/05/2009;5,21
01/05/2009;5,2
01/05/2009;5,1
01/05/2009;5,12
01/05/2009;5,15
01/05/2009;5,17
01/05/2009;5,19
01/05/2009;5,23
01/05/2009;5,3
04/05/2009;5,21
04/05/2009;5,2
04/05/2009;5,21
04/05/2009;5,2
04/05/2009;5,19
04/05/2009;5,09
04/05/2009;5,08
04/05/2009;5,1
04/05/2009;5,08
04/05/2009;5,21
04/05/2009;5,1
04/05/2009;5,18
04/05/2009;5,08
04/05/2009;5,15
04/05/2009;5,2
04/05/2009;5,1
04/05/2009;5,21
04/05/2009;5,27
04/05/2009;5,24
04/05/2009;5,23
04/05/2009;5,24
04/05/2009;5,22
04/05/2009;5,21
04/05/2009;5,22
04/05/2009;5,22
04/05/2009;5,1
04/05/2009;5,3
04/05/2009;5,35
04/05/2009;5,21
05/05/2009;5,1
05/05/2009;5,08
05/05/2009;5,1
05/05/2009;5,15
05/05/2009;5,16
05/05/2009;5,1
05/05/2009;5,14
05/05/2009;5,17
05/05/2009;
05/05/2009;
05/05/2009;5,24
05/05/2009;5,23
05/05/2009;5,21
05/05/2009;5,23
05/05/2009;5,21
05/05/2009;5,26
05/05/2009;5,26
05/05/2009;5,26
05/05/2009;5,27
05/05/2009;5,28
05/05/2009;5,3
05/05/2009;5,36
05/05/2009;5,24
06/05/2009;5,11
06/05/2009;5,15
06/05/2009;5,22
06/05/2009;5,23
06/05/2009;5,23
06/05/2009;5,21
06/05/2009;5,1
06/05/2009;5,17
06/05/2009;5,2
06/05/2009;5,25
06/05/2009;5,2
06/05/2009;5,2
06/05/2009;5,21
06/05/2009;5,2
06/05/2009;5,21
06/05/2009;5,21
06/05/2009;5,28
06/05/2009;5,24
06/05/2009;5,23
06/05/2009;5,2
06/05/2009;5,24
06/05/2009;5,24
06/05/2009;5,21
07/05/2009;5,21
07/05/2009;5,2
07/05/2009;5,1
07/05/2009;5,09
07/05/2009;5,05
07/05/2009;5,2
07/05/2009;5,3
07/05/2009;5,28
07/05/2009;5,28
07/05/2009;5,28
07/05/2009;5,25
07/05/2009;5,28
07/05/2009;5,24
07/05/2009;5,25
07/05/2009;5,21
07/05/2009;5,2
07/05/2009;5,3
07/05/2009;5,32
07/05/2009;5,32
07/05/2009;5,42
07/05/2009;5,24
07/05/2009;5,28
07/05/2009;5,3
07/05/2009;5,39
08/05/2009;5,35
08/05/2009;5,37
08/05/2009;5,39
08/05/2009;5,42
08/05/2009;5,8
08/05/2009;5,14
08/05/2009;5,3
08/05/2009;5,32
08/05/2009;5,37
08/05/2009;5,34
11/05/2009;
11/05/2009;
11/05/2009;
11/05/2009;
11/05/2009;
11/05/2009;
11/05/2009;
11/05/2009;
11/05/2009;
11/05/2009;
11/05/2009;
11/05/2009;
11/05/2009;
11/05/2009;
11/05/2009;
11/05/2009;
11/05/2009;5,24
11/05/2009;5,22
11/05/2009;5,23
11/05/2009;5,26
11/05/2009;
11/05/2009;
11/05/2009;
11/05/2009;
11/05/2009;
11/05/2009;
11/05/2009;
11/05/2009;
11/05/2009;
11/05/2009;
12/05/2009;
12/05/2009;
12/05/2009;
12/05/2009;
12/05/2009;
12/05/2009;
12/05/2009;
12/05/2009;5,1
12/05/2009;
12/05/2009;5,43
12/05/2009;5,35
12/05/2009;5,43
12/05/2009;5,36
12/05/2009;5,44
12/05/2009;5,41
12/05/2009;5,28
12/05/2009;5,43
12/05/2009;5,39
12/05/2009;5,3
12/05/2009;5,41
12/05/2009;5,29
12/05/2009;5,33
12/05/2009;5,29
12/05/2009;5,2
12/05/2009;5,21
12/05/2009;5,22
12/05/2009;5,2
13/05/2009;5,17
13/05/2009;5,25
13/05/2009;5,2
13/05/2009;5,25
13/05/2009;5,25
13/05/2009;5,2
13/05/2009;5,16
13/05/2009;5,18
13/05/2009;5,15
13/05/2009;5,09
13/05/2009;5,2
13/05/2009;5,21
13/05/2009;5,2
13/05/2009;5,16
13/05/2009;5,22
13/05/2009;5,2
13/05/2009;5,22
13/05/2009;5,24
13/05/2009;5,21
13/05/2009;5,3
13/05/2009;5,42
13/05/2009;5,35
13/05/2009;5,32
13/05/2009;5,3
13/05/2009;5,3
13/05/2009;5,33
14/05/2009;5,34
14/05/2009;5,36
14/05/2009;5,47
14/05/2009;5,43
14/05/2009;5,32
14/05/2009;5,32
14/05/2009;5,22
14/05/2009;5,16
14/05/2009;5,11
14/05/2009;5,16
14/05/2009;5,22
14/05/2009;5,21
14/05/2009;5,2
14/05/2009;5,2
14/05/2009;5,2
14/05/2009;5,3
14/05/2009;5,23
14/05/2009;5,25
14/05/2009;5,3
14/05/2009;5,29
14/05/2009;5,32
14/05/2009;5,25
14/05/2009;5,22
14/05/2009;5,14
14/05/2009;5,17
14/05/2009;5,25
14/05/2009;5,33
18/05/2009;
18/05/2009;
18/05/2009;
18/05/2009;
18/05/2009;
18/05/2009;
18/05/2009;
18/05/2009;
18/05/2009;
18/05/2009;
18/05/2009;5,15
18/05/2009;5,18
18/05/2009;5,19
18/05/2009;5,19
18/05/2009;5,23
18/05/2009;5,17
18/05/2009;5,16
18/05/2009;5,14
18/05/2009;5,08
18/05/2009;5,15
18/05/2009;5,09
18/05/2009;5,11
18/05/2009;5,16
18/05/2009;5,2
18/05/2009;5,12
18/05/2009;
18/05/2009;
18/05/2009;5,32
18/05/2009;5,3
19/05/2009;5,19
19/05/2009;5,08
19/05/2009;5,09
19/05/2009;5,07
19/05/2009;5,19
19/05/2009;5,19
19/05/2009;5,17
19/05/2009;5,13
19/05/2009;5,05
19/05/2009;5,1
19/05/2009;5,05
19/05/2009;5,11
19/05/2009;5,08
19/05/2009;5,2
19/05/2009;5,23
19/05/2009;5,17
19/05/2009;5,2
19/05/2009;5,26
19/05/2009;5,28
19/05/2009;5,19
19/05/2009;5,19
19/05/2009;5,13
19/05/2009;5,3
20/05/2009;5,18
20/05/2009;5,17
20/05/2009;5,18
20/05/2009;5,2
20/05/2009;5,21
20/05/2009;5,23
20/05/2009;5,11
20/05/2009;5,11
20/05/2009;5,14
20/05/2009;5,1
20/05/2009;5,22
20/05/2009;5,02
20/05/2009;5,01
20/05/2009;4,98
20/05/2009;5,14
20/05/2009;5,17
20/05/2009;5,08
20/05/2009;5,24
20/05/2009;5,24
20/05/2009;5,23
20/05/2009;5,17
20/05/2009;5,15
20/05/2009;5,17
21/05/2009;5,08
21/05/2009;5,07
21/05/2009;5,14
21/05/2009;5,17
21/05/2009;5,2
21/05/2009;5,21
21/05/2009;5,2
21/05/2009;5,07
21/05/2009;5,1
21/05/2009;5,2
21/05/2009;5,17
21/05/2009;5,13
21/05/2009;5,27
21/05/2009;5,25
21/05/2009;5,23
21/05/2009;5,2
21/05/2009;5,14
21/05/2009;5,1
21/05/2009;5,25
21/05/2009;5,15
21/05/2009;5,12
21/05/2009;5,21
21/05/2009;5,22
21/05/2009;5,21
21/05/2009;5,14
22/05/2009;5,2
22/05/2009;5,19
22/05/2009;5,19
22/05/2009;5,2
22/05/2009;5,19
22/05/2009;5,19
22/05/2009;5,19
22/05/2009;5,28
22/05/2009;5,25
22/05/2009;5,19
25/05/2009;
25/05/2009;
25/05/2009;
25/05/2009;
25/05/2009;
25/05/2009;
25/05/2009;
25/05/2009;5,11
25/05/2009;5,1
25/05/2009;5,06
25/05/2009;5,05
25/05/2009;5,05
25/05/2009;5,06
25/05/2009;5,03
25/05/2009;5,08
25/05/2009;5,2
25/05/2009;5,17
25/05/2009;5,16
25/05/2009;5,17
25/05/2009;5,18
25/05/2009;5,11
25/05/2009;5,12
25/05/2009;5,13
25/05/2009;5,13
25/05/2009;5,11
25/05/2009;
25/05/2009;5,09
25/05/2009;5,3
25/05/2009;5,24
26/05/2009;5,03
26/05/2009;5,04
26/05/2009;5,09
26/05/2009;5,2
26/05/2009;5,28
26/05/2009;5,09
26/05/2009;5,25
26/05/2009;5,28
26/05/2009;5,15
26/05/2009;5,28
26/05/2009;5,19
26/05/2009;5,17
26/05/2009;5,18
26/05/2009;5,2
26/05/2009;5,21
26/05/2009;5,17
26/05/2009;5,15
26/05/2009;5,18
26/05/2009;5,14
26/05/2009;5,2
26/05/2009;5,21
26/05/2009;5,29
26/05/2009;5,2
27/05/2009;5,16
27/05/2009;5,08
27/05/2009;5,07
27/05/2009;5,15
27/05/2009;5,09
27/05/2009;5,1
27/05/2009;5,04
27/05/2009;5,09
27/05/2009;5,11
27/05/2009;5,2
27/05/2009;5,22
27/05/2009;5,13
27/05/2009;5,14
27/05/2009;5,14
27/05/2009;5,15
27/05/2009;5,12
27/05/2009;5,25
27/05/2009;5,26
27/05/2009;5,22
27/05/2009;5,25
27/05/2009;5,3
27/05/2009;5,14
27/05/2009;5,2
28/05/2009;5,2
28/05/2009;5,18
28/05/2009;5,2
28/05/2009;5,22
28/05/2009;5,14
28/05/2009;5,21
28/05/2009;5,18
28/05/2009;5,24
28/05/2009;5,23
28/05/2009;5,18
28/05/2009;5,2
28/05/2009;5,25
28/05/2009;5,24
28/05/2009;5,24
28/05/2009;5,21
28/05/2009;5,23
28/05/2009;5,22
28/05/2009;5,3
28/05/2009;5,23
28/05/2009;5,19
28/05/2009;5,16
28/05/2009;5,17
28/05/2009;5,27
28/05/2009;5,21
28/05/2009;5,28
29/05/2009;5,22
29/05/2009;5,26
29/05/2009;5,22
29/05/2009;5,08
29/05/2009;5,1
29/05/2009;5,08
29/05/2009;5,07
29/05/2009;5,29
29/05/2009;5,14
01/06/2009;5,15
01/06/2009;5,08
01/06/2009;5,1
01/06/2009;5,06
01/06/2009;5,12
01/06/2009;5,06
01/06/2009;5,2
01/06/2009;5,23
01/06/2009;5,26
01/06/2009;5,21
01/06/2009;5,28
01/06/2009;5,26
01/06/2009;5,28
01/06/2009;5,26
01/06/2009;5,28
01/06/2009;5,18
01/06/2009;5,15
01/06/2009;5,17
01/06/2009;5,15
01/06/2009;5,16
01/06/2009;5,16
01/06/2009;5,2
01/06/2009;5,23
01/06/2009;5,22
01/06/2009;5,08
